window_id,session_id,source_file,start_s,end_s,scheduled_label,quality_status,quality_reason,confidence_status,final_label,sample_count,max_gap_ms,clip_fraction,psd_resp_band,psd_total,snr_resp,variance_filtered,zero_crossings,spectral_entropy,peak_freq_hz,peak_power,pc1_var_explained,activity_log,breathing_activity_threshold
session_20260812_131528_hold_breath_off_hold_breath_off_w00002,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,20.0,40.0,breathing,accepted,,trusted_breathing,breathing,2004,71.136,0.00070562,1045.9745740952521,19.09225961896594,54.78526874085367,351.99308468481337,12,1.5396954752523133,0.35000000000000003,3733.017690749214,0.43499743938446045,3.0195211276819838,1.9637901060042193
session_20260812_131528_hold_breath_off_hold_breath_off_w00003,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,25.0,45.0,breathing,accepted,,trusted_breathing,breathing,1997,71.136,0.00102106,1310.9203343903853,23.895959704040298,54.859497196452075,385.6235269982699,12,1.7403788914845422,0.35000000000000003,4255.163513384885,0.4305975139141083,3.1175763000913697,1.9637901060042193
session_20260812_131528_hold_breath_off_hold_breath_off_w00004,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,30.0,50.0,breathing,accepted,,trusted_breathing,breathing,1983,71.136,0.00082341,66.37941275833444,1.2319344201616147,53.882261646340226,69.12544506533992,13,1.9838923280641518,0.35000000000000003,188.73479852953827,0.4421805441379547,1.8396379405340841,1.9637901060042193
session_20260812_131528_hold_breath_off_hold_breath_off_w00005,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,35.0,55.0,breathing,accepted,,trusted_breathing,breathing,1986,73.903,0.00068055,101.19852001067576,1.8722281834446226,54.052449859200074,80.5078164789603,13,2.0471585766722824,0.30000000000000004,271.69316168850304,0.5595844388008118,2.005174161160931,1.9637901060042193
session_20260812_131528_hold_breath_off_hold_breath_off_w00006,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,40.0,60.0,breathing,rejected,transition_guard,not_evaluated,,1992,,,,,,,,,,,,,
session_20260812_131528_hold_breath_off_hold_breath_off_w00007,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,45.0,65.0,breathing,rejected,mixed_or_unknown_label,not_evaluated,,2002,,,,,,,,,,,,,
session_20260812_131528_hold_breath_off_hold_breath_off_w00008,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,50.0,70.0,hold_breath,rejected,mixed_or_unknown_label,not_evaluated,,2013,,,,,,,,,,,,,
session_20260812_131528_hold_breath_off_hold_breath_off_w00009,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,55.0,75.0,hold_breath,rejected,mixed_or_unknown_label,not_evaluated,,2003,,,,,,,,,,,,,
session_20260812_131528_hold_breath_off_hold_breath_off_w00010,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,60.0,80.0,hold_breath,rejected,transition_guard,not_evaluated,,2005,,,,,,,,,,,,,
session_20260812_131528_hold_breath_off_hold_breath_off_w00011,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,65.0,85.0,hold_breath,accepted,,ambiguous_breathing_evidence,,2008,83.858,0.00088708,1535.709725866627,27.824749064235636,55.19222194317959,801.7398853671915,13,1.5727995533509063,0.30000000000000004,6296.5441677691615,0.513496458530426,3.1863091347269195,1.9637901060042193
session_20260812_131528_hold_breath_off_hold_breath_off_w00012,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,70.0,90.0,hold_breath,rejected,time_gap,not_evaluated,,1990,107.36,,,,,,,,,,,,
session_20260812_131528_hold_breath_off_hold_breath_off_w00013,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,75.0,95.0,hold_breath,rejected,time_gap,not_evaluated,,2001,107.36,,,,,,,,,,,,
session_20260812_131528_hold_breath_off_hold_breath_off_w00014,session_20260812_131528_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131528_hold_breath_off_hold_breath_off.csv,80.0,100.0,hold_breath,rejected,transition_guard,not_evaluated,,1981,,,,,,,,,,,,,
session_20260812_131729_hold_breath_off_hold_breath_off_w00000,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,10.0,30.0,breathing,accepted,,trusted_breathing,breathing,2036,45.979,0.00019953,27.568252821546093,0.5024007526760593,54.87303248382438,11.671499862259651,13,1.865979027913992,0.4,79.5601688809785,0.6434075236320496,1.4404092429282183,1.2005716890946223
session_20260812_131729_hold_breath_off_hold_breath_off_w00001,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,15.0,35.0,breathing,accepted,,trusted_breathing,breathing,2026,45.979,0.00057456,16.946676866364086,0.3780485957574486,44.826715550590336,41.70733432612012,10,2.1306100353099753,0.15000000000000002,41.227356469368594,0.743433952331543,1.6151854883892232,1.2005716890946223
session_20260812_131729_hold_breath_off_hold_breath_off_w00002,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,20.0,40.0,breathing,accepted,,trusted_breathing,breathing,2009,92.316,0.00081275,48.87296257735558,1.4034906919470023,34.82243441851502,288.4893533257446,11,1.6786359301970735,0.1,238.28392263761558,0.7807918190956116,2.3770947408554166,1.2005716890946223
session_20260812_131729_hold_breath_off_hold_breath_off_w00003,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,25.0,45.0,breathing,accepted,,trusted_breathing,breathing,2012,92.316,0.00100957,10.54887667859985,0.20588517574427395,51.23669851612421,5.698321465147827,12,2.0821475824888545,0.2,28.360537712989892,0.7853639125823975,1.023206215248956,1.2005716890946223
session_20260812_131729_hold_breath_off_hold_breath_off_w00004,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,30.0,50.0,breathing,accepted,,trusted_breathing,breathing,2020,92.316,0.00133431,15.869808606439973,0.3124557669610547,50.79057672943267,11.038892614343034,11,2.0930043677480286,0.35000000000000003,42.764435087380626,0.777729332447052,1.2005716890946223,1.2005716890946223
session_20260812_131729_hold_breath_off_hold_breath_off_w00005,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,35.0,55.0,breathing,rejected,time_gap,not_evaluated,,1975,237.717,,,,,,,,,,,,
session_20260812_131729_hold_breath_off_hold_breath_off_w00006,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,40.0,60.0,breathing,rejected,transition_guard,not_evaluated,,1835,,,,,,,,,,,,,
session_20260812_131729_hold_breath_off_hold_breath_off_w00007,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,45.0,65.0,breathing,rejected,mixed_or_unknown_label,not_evaluated,,1559,,,,,,,,,,,,,
session_20260812_131729_hold_breath_off_hold_breath_off_w00008,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,50.0,70.0,breathing,rejected,mixed_or_unknown_label,not_evaluated,,1550,,,,,,,,,,,,,
session_20260812_131729_hold_breath_off_hold_breath_off_w00009,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,55.0,75.0,hold_breath,rejected,mixed_or_unknown_label,not_evaluated,,1590,,,,,,,,,,,,,
session_20260812_131729_hold_breath_off_hold_breath_off_w00010,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,60.0,80.0,hold_breath,rejected,transition_guard,not_evaluated,,1748,,,,,,,,,,,,,
session_20260812_131729_hold_breath_off_hold_breath_off_w00011,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,65.0,85.0,hold_breath,accepted,,high_confidence_hold,hold_breath,2024,54.06,0.00075655,15.812629514040102,0.29562237178684325,53.48928573439704,10.799611842424016,14,1.9026906843072011,0.4,47.63546858485977,0.8803110122680664,1.1990040956426145,1.2005716890946223
session_20260812_131729_hold_breath_off_hold_breath_off_w00012,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,70.0,90.0,hold_breath,accepted,,ambiguous_breathing_evidence,,2031,62.018,0.00057315,30.598092657716766,0.5890156786348818,51.947840724002056,29.619150322202415,14,2.28607602645336,0.45,46.31609228014107,0.8731076121330261,1.485694355434344,1.2005716890946223
session_20260812_131729_hold_breath_off_hold_breath_off_w00013,session_20260812_131729_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131729_hold_breath_off_hold_breath_off.csv,75.0,95.0,hold_breath,rejected,time_gap,not_evaluated,,2034,164.837,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00000,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,11.406646,31.406646,breathing,rejected,time_gap,not_evaluated,,957,4956.634,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00001,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,16.406646,36.406646,breathing,rejected,time_gap,not_evaluated,,918,4663.091,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00002,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,21.406646,41.406646,breathing,rejected,insufficient_samples,not_evaluated,,507,,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00003,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,26.406646,46.406646,breathing,rejected,insufficient_samples,not_evaluated,,113,,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00004,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,31.406646,51.406646,breathing,rejected,insufficient_samples,not_evaluated,,585,,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00005,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,36.406646,56.406646,breathing,rejected,time_gap,not_evaluated,,1052,9648.272,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00006,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,41.406646,61.406646,breathing,rejected,mixed_or_unknown_label,not_evaluated,,1500,,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00007,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,46.406646,66.406646,breathing,rejected,mixed_or_unknown_label,not_evaluated,,1697,,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00008,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,51.406646,71.406646,breathing,rejected,mixed_or_unknown_label,not_evaluated,,1224,,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00009,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,56.406646,76.406646,hold_breath,rejected,mixed_or_unknown_label,not_evaluated,,759,,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00010,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,61.406646,81.406646,hold_breath,rejected,transition_guard,not_evaluated,,297,,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00011,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,66.406646,86.406646,hold_breath,rejected,insufficient_samples,not_evaluated,,131,,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00012,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,71.406646,91.406646,hold_breath,rejected,insufficient_samples,not_evaluated,,130,,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00013,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,76.406646,96.406646,hold_breath,rejected,insufficient_samples,not_evaluated,,498,,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00014,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,81.406646,101.406646,hold_breath,rejected,time_gap,not_evaluated,,969,4899.312,,,,,,,,,,,,
session_20260812_131923_hold_breath_off_hold_breath_off_w00015,session_20260812_131923_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_131923_hold_breath_off_hold_breath_off.csv,86.406646,106.406646,hold_breath,rejected,transition_guard,not_evaluated,,1446,,,,,,,,,,,,,
session_20260812_132120_hold_breath_off_hold_breath_off_w00000,session_20260812_132120_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_132120_hold_breath_off_hold_breath_off.csv,10.0,30.0,breathing,accepted,,trusted_breathing,breathing,2048,49.001,0.00031662,14.850718549418865,0.3009461450706115,49.34676450460952,13.903949989862289,12,1.9210279188069503,0.4,43.20967512038959,0.5858262777328491,1.171747467424165,1.1804304376047332
session_20260812_132120_hold_breath_off_hold_breath_off_w00001,session_20260812_132120_hold_breath_off_hold_breath_off,/Users/jandonyggarofalo/Documents/Desa/UNI/Semestre7/embebidos/esp-csi/examples/get-started/csi_send/data/raw/session_20260812_132120_hold_breath_off_hold_breath_off.csv,15.0,35.0,breathing,accepted,,trusted_breathing,breathing,2039,63.037,0.00060155,13.838903004774727,0.2767923915943052,49.99741114635991,16.08715877366495,14,2.1287229921127686,0.45,28.80407462306812,0.5317937135696411,1.2064793481464375,1.1804304376047332
